transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,payment_status
TXN-202500233,2026-06-14,2026,Q2,CC-300,Sales,Commissions & Incentives,CaptivateIQ,29029.37,Audited
TXN-202500234,2025-10-12,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,14452.44,Settled
TXN-202500235,2025-01-30,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,7479.42,Cleared
TXN-202500236,2026-05-30,2026,Q2,CC-400,Operations,SaaS Licenses & ERP,Workday Inc,42531.72,Cleared
TXN-202500237,2026-06-28,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,6197.59,Settled
TXN-202500238,2025-11-12,2025,Q4,CC-100,Engineering,DevOps Tooling,Sentry,10560.39,Settled
TXN-202500239,2025-04-08,2025,Q2,CC-300,Sales,Client Hospitality,OpenTable Concierge,3633.58,Cleared
TXN-202500240,2026-03-06,2026,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,22958.17,Settled
TXN-202500241,2026-05-04,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,15847.5,Settled
TXN-202500242,2025-12-02,2025,Q4,CC-700,Customer Success,Retention Swag & Gifting,Sendoso Enterprise,5491.87,Settled
TXN-202500243,2026-01-25,2026,Q1,CC-600,Product & Design,Prototyping Software,Miro Collaboration,1611.72,Settled
TXN-202500244,2025-12-24,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,36513.74,Cleared
TXN-202500245,2025-05-28,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,39900.95,Settled
TXN-202500246,2025-02-18,2025,Q1,CC-600,Product & Design,Prototyping Software,InVision App,338.87,Settled
TXN-202500247,2025-06-03,2025,Q2,CC-200,Marketing,Paid Performance Ads,TikTok Ads,40045.5,Settled
TXN-202500248,2025-09-13,2025,Q3,CC-700,Customer Success,Ticketing & Support Tools,Freshdesk,3978.58,Cleared
TXN-202500249,2025-06-25,2025,Q2,CC-700,Customer Success,Customer Advisory Board,Ritz-Carlton Conference Suites,15933.44,Settled
TXN-202500250,2026-07-19,2026,Q3,CC-500,Finance & Legal,Treasury & Bank Fees,Silicon Valley Bank,1599.45,Cleared
TXN-202500251,2026-03-19,2026,Q1,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,27467.41,Settled
TXN-202500252,2025-12-02,2025,Q4,CC-200,Marketing,Brand & Creative Assets,Getty Images,8652.21,Settled
TXN-202500253,2026-06-29,2026,Q2,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,2702.15,Settled
TXN-202500254,2025-01-12,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,4647.86,Settled
TXN-202500255,2026-04-07,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,7457.11,Settled
TXN-202500256,2025-10-22,2025,Q4,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,2821.87,Settled
TXN-202500257,2025-09-01,2025,Q3,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,11996.67,Settled
TXN-202500258,2025-05-10,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Notion Labs,31702.69,Settled
TXN-202500259,2025-11-29,2025,Q4,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,12059.63,Settled
TXN-202500260,2025-06-21,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,10238.28,Settled
TXN-202500261,2026-01-28,2026,Q1,CC-300,Sales,Client Hospitality,Topgolf Events,1166.43,Settled
TXN-202500262,2026-02-19,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,9181.88,Settled
TXN-202500263,2025-12-01,2025,Q4,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,81890.97,Settled
TXN-202500264,2025-05-12,2025,Q2,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,19456.51,Cleared
TXN-202500265,2026-07-29,2026,Q3,CC-500,Finance & Legal,Payroll Processing,Rippling,5894.1,Settled
TXN-202500266,2025-06-09,2025,Q2,CC-400,Operations,Logistics & Shipping,FedEx Corporate,7320.1,Settled
TXN-202500267,2025-12-03,2025,Q4,CC-400,Operations,Professional Services,Accenture Strategy,64431.82,Settled
TXN-202500268,2026-01-24,2026,Q1,CC-400,Operations,Logistics & Shipping,DHL Express,3830.71,Settled
TXN-202500269,2026-05-08,2026,Q2,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,2895.7,Settled
TXN-202500270,2026-02-27,2026,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Annual,27424.06,Cleared
TXN-202500271,2025-09-26,2025,Q3,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,6031.02,Cleared
TXN-202500272,2026-03-28,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,57396.74,Settled
TXN-202500273,2025-09-08,2025,Q3,CC-500,Finance & Legal,Payroll Processing,ADP TotalSource,2149.02,Cleared
TXN-202500274,2025-11-09,2025,Q4,CC-600,Product & Design,Design Contractors,Toptal Design,17916.16,Settled
TXN-202500275,2026-04-28,2026,Q2,CC-300,Sales,Travel & Entertainment,Delta Airlines,574.03,Settled
TXN-202500276,2025-12-26,2025,Q4,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,1446.24,Cleared
TXN-202500277,2025-10-07,2025,Q4,CC-400,Operations,Logistics & Shipping,DHL Express,5393.81,Cleared
TXN-202500278,2025-01-09,2025,Q1,CC-300,Sales,Travel & Entertainment,Hilton Hotels,1166.38,Settled
TXN-202500279,2025-01-07,2025,Q1,CC-400,Operations,Professional Services,Accenture Strategy,33038.49,Cleared
TXN-202500280,2025-04-11,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Microsoft 365,49044.95,Settled
TXN-202500281,2025-12-22,2025,Q4,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,9240.74,Settled
TXN-202500282,2025-05-11,2025,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,39087.78,Settled
TXN-202500283,2025-01-04,2025,Q1,CC-200,Marketing,Paid Performance Ads,TikTok Ads,110379.31,Settled
TXN-202500284,2025-06-19,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Cloudflare,36265.11,Settled
TXN-202500285,2025-05-10,2025,Q2,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,22162.89,Cleared
TXN-202500286,2026-06-02,2026,Q2,CC-100,Engineering,Cloud Infrastructure,Amazon Web Services,21702.21,Settled
TXN-202500287,2026-07-23,2026,Q3,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,1313.72,Settled
TXN-202500288,2026-06-13,2026,Q2,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,2803.24,Settled
TXN-202500289,2025-11-26,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,64318.62,Cleared
TXN-202500290,2025-03-29,2025,Q1,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,35824.71,Cleared
TXN-202500291,2025-08-27,2025,Q3,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,12312.95,Settled
TXN-202500292,2025-12-26,2025,Q4,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,148994.99,Settled
TXN-202500293,2025-02-08,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Ernst & Young,90754.8,Settled
TXN-202500294,2026-05-25,2026,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,66857.49,Settled
TXN-202500295,2025-04-04,2025,Q2,CC-100,Engineering,DevOps Tooling,Sentry,1475.57,Settled
TXN-202500296,2026-01-23,2026,Q1,CC-300,Sales,Commissions & Incentives,CaptivateIQ,5334.2,Cleared
TXN-202500297,2026-01-22,2026,Q1,CC-400,Operations,SaaS Licenses & ERP,Workday Inc,44401.73,Settled
TXN-202500298,2026-01-16,2026,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,156748.63,Cleared
TXN-202500299,2025-04-07,2025,Q2,CC-300,Sales,Client Hospitality,Topgolf Events,4436.61,Cleared
TXN-202500300,2025-01-16,2025,Q1,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,111846.84,Settled
TXN-202500301,2026-07-12,2026,Q3,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,13602.75,Settled
TXN-202500302,2025-08-10,2025,Q3,CC-300,Sales,CRM & Enablement Software,Gong.io,20034.68,Cleared
TXN-202500303,2025-07-02,2025,Q3,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,28511.55,Settled
TXN-202500304,2026-07-02,2026,Q3,CC-300,Sales,Client Hospitality,OpenTable Concierge,2500.33,Settled
TXN-202500305,2025-06-13,2025,Q2,CC-400,Operations,Logistics & Shipping,FedEx Corporate,9622.56,Cleared
TXN-202500306,2025-06-24,2025,Q2,CC-700,Customer Success,Retention Swag & Gifting,SnackNation,2334.05,Settled
TXN-202500307,2026-01-29,2026,Q1,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,40063.25,Settled
TXN-202500308,2025-01-28,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,6453.84,Settled
TXN-202500309,2025-10-15,2025,Q4,CC-400,Operations,Professional Services,McKinsey & Co,61384.42,Cleared
TXN-202500310,2026-06-09,2026,Q2,CC-100,Engineering,DevOps Tooling,Datadog,963.75,Settled
TXN-202500311,2026-03-23,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,6030.19,Settled
TXN-202500312,2025-03-06,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,2896.28,Cleared
TXN-202500313,2026-04-20,2026,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,24261.34,Settled
TXN-202500314,2026-03-08,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,24337.2,Settled
TXN-202500315,2025-05-30,2025,Q2,CC-500,Finance & Legal,Treasury & Bank Fees,JPMorgan Chase,1905.7,Settled
TXN-202500316,2025-11-07,2025,Q4,CC-400,Operations,Professional Services,Deloitte Advisory,68327.27,Settled
TXN-202500317,2025-05-12,2025,Q2,CC-200,Marketing,Events & Sponsorships,Web Summit,54851.46,Settled
TXN-202500318,2025-05-10,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,78471.7,Cleared
TXN-202500319,2025-03-18,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,26372.15,Settled
TXN-202500320,2025-02-18,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,16685.72,Settled
TXN-202500321,2026-02-15,2026,Q1,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,6970.96,Settled
TXN-202500322,2025-05-02,2025,Q2,CC-400,Operations,Professional Services,Deloitte Advisory,10678.79,Cleared
TXN-202500323,2026-07-26,2026,Q3,CC-300,Sales,Travel & Entertainment,Uber for Business,6476.47,Settled
TXN-202500324,2026-03-27,2026,Q1,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,25090.26,Settled
TXN-202500325,2025-09-11,2025,Q3,CC-700,Customer Success,Retention Swag & Gifting,Printfection,1189.48,Settled
TXN-202500326,2026-05-20,2026,Q2,CC-400,Operations,Professional Services,McKinsey & Co,67653.71,Settled
TXN-202500327,2025-09-10,2025,Q3,CC-300,Sales,Travel & Entertainment,Delta Airlines,4300.38,Cleared
TXN-202500328,2026-03-30,2026,Q1,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,4081.8,Settled
TXN-202500329,2025-10-10,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Semrush,18613.55,Settled
TXN-202500330,2025-03-18,2025,Q1,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,155899.31,Settled
TXN-202500331,2025-01-05,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,87252.73,Settled
TXN-202500332,2025-11-04,2025,Q4,CC-400,Operations,Professional Services,Deloitte Advisory,59806.34,Settled
TXN-202500333,2026-06-21,2026,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,166609.57,Cleared
TXN-202500334,2025-09-05,2025,Q3,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,10335.78,Settled
TXN-202500335,2025-04-01,2025,Q2,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,148473.65,Settled
TXN-202500336,2026-02-04,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Direct,5438.88,Cleared
TXN-202500337,2026-03-08,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,44541.25,Cleared
TXN-202500338,2025-05-23,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Slack Enterprise,3231.77,Cleared
TXN-202500339,2026-04-10,2026,Q2,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,4365.83,Settled
TXN-202500340,2025-11-13,2025,Q4,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,15189.22,Settled
TXN-202500341,2025-04-20,2025,Q2,CC-200,Marketing,Brand & Creative Assets,Getty Images,11565.76,Settled
TXN-202500342,2025-07-16,2025,Q3,CC-200,Marketing,Paid Performance Ads,TikTok Ads,97115.71,Cleared
TXN-202500343,2026-04-29,2026,Q2,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7060.26,Settled
TXN-202500344,2025-10-27,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,86689.06,Settled
TXN-202500345,2026-03-31,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Getty Images,11128.92,Settled
TXN-202500346,2025-05-07,2025,Q2,CC-300,Sales,Client Hospitality,Topgolf Events,3207.07,Cleared
TXN-202500347,2025-08-23,2025,Q3,CC-300,Sales,Commissions & Incentives,Spiff Commission Engine,32463.76,Settled
TXN-202500348,2025-04-27,2025,Q2,CC-100,Engineering,Cloud Infrastructure,Snowflake Inc,76403.8,Settled
TXN-202500349,2025-08-05,2025,Q3,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,11586.46,Cleared
TXN-202500350,2025-03-07,2025,Q1,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,544.1,Settled
TXN-202500351,2025-08-29,2025,Q3,CC-300,Sales,Travel & Entertainment,Uber for Business,7926.09,Settled
TXN-202500352,2026-01-30,2026,Q1,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,1643.17,Settled
TXN-202500353,2025-06-07,2025,Q2,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,13410.5,Settled
TXN-202500354,2026-04-14,2026,Q2,CC-100,Engineering,DevOps Tooling,Atlassian Jira,1910.14,Settled
TXN-202500355,2025-02-11,2025,Q1,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,137556.34,Settled
TXN-202500356,2025-02-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,37293.3,Cleared
TXN-202500357,2025-10-28,2025,Q4,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,52790.57,Cleared
TXN-202500358,2025-08-13,2025,Q3,CC-300,Sales,CRM & Enablement Software,ZoomInfo Technologies,32130.27,Settled
TXN-202500359,2026-05-10,2026,Q2,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,11051.23,Settled
TXN-202500360,2025-09-12,2025,Q3,CC-300,Sales,Travel & Entertainment,Hilton Hotels,6205.72,Settled
TXN-202500361,2025-11-08,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,12394.97,Cleared
TXN-202500362,2025-07-17,2025,Q3,CC-300,Sales,CRM & Enablement Software,Salesforce Inc,19736.43,Settled
TXN-202500363,2025-02-08,2025,Q1,CC-200,Marketing,Paid Performance Ads,TikTok Ads,74526.08,Settled
TXN-202500364,2025-11-28,2025,Q4,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,529.49,Settled
TXN-202500365,2026-07-20,2026,Q3,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,12401.63,Settled
TXN-202500366,2025-05-17,2025,Q2,CC-200,Marketing,Content & SEO Agencies,Semrush,12745.77,Settled
TXN-202500367,2025-09-01,2025,Q3,CC-700,Customer Success,Ticketing & Support Tools,Zendesk Support,4370.11,Settled
TXN-202500368,2025-05-20,2025,Q2,CC-600,Product & Design,UX Research & UserTesting,Optimal Workshop,6098.44,Cleared
TXN-202500369,2026-07-06,2026,Q3,CC-100,Engineering,DevOps Tooling,Atlassian Jira,5308.82,Cleared
TXN-202500370,2026-01-01,2026,Q1,CC-100,Engineering,Hardware & Peripherals,Apple Enterprise,22740.01,Cleared
TXN-202500371,2025-08-28,2025,Q3,CC-100,Engineering,DevOps Tooling,Atlassian Jira,2519.45,Settled
TXN-202500372,2025-12-19,2025,Q4,CC-100,Engineering,Salaries & Contractors,Turing Tech Talent,132971.87,Settled
TXN-202500373,2025-03-18,2025,Q1,CC-100,Engineering,Salaries & Contractors,Internal Payroll Clearing,32399.58,Settled
TXN-202500374,2025-06-14,2025,Q2,CC-400,Operations,SaaS Licenses & ERP,Microsoft 365,15107.36,Cleared
TXN-202500375,2025-03-11,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,9667.09,Settled
TXN-202500376,2026-01-23,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Getty Images,2233.77,Cleared
TXN-202500377,2026-04-16,2026,Q2,CC-500,Finance & Legal,External Audit & Tax,KPMG LLP,83482.11,Settled
TXN-202500378,2025-07-14,2025,Q3,CC-100,Engineering,DevOps Tooling,Datadog,11506.12,Cleared
TXN-202500379,2025-06-04,2025,Q2,CC-500,Finance & Legal,External Audit & Tax,KPMG LLP,79414.54,Settled
TXN-202500380,2025-12-15,2025,Q4,CC-200,Marketing,Paid Performance Ads,Meta For Business,119349.89,Settled
TXN-202500381,2025-04-03,2025,Q2,CC-100,Engineering,DevOps Tooling,Sentry,8747.51,Settled
TXN-202500382,2025-06-14,2025,Q2,CC-400,Operations,Professional Services,Accenture Strategy,14484.71,Settled
TXN-202500383,2026-01-27,2026,Q1,CC-300,Sales,Client Hospitality,Sweetgreen Enterprise Catering,3519.37,Cleared
TXN-202500384,2026-01-13,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,47006.96,Cleared
TXN-202500385,2026-04-22,2026,Q2,CC-400,Operations,Professional Services,Accenture Strategy,18151.79,Settled
TXN-202500386,2025-07-07,2025,Q3,CC-500,Finance & Legal,Legal Counsel & Retainers,Cooley LLP,40361.03,Cleared
TXN-202500387,2025-07-12,2025,Q3,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,4651.93,Cleared
TXN-202500388,2025-09-23,2025,Q3,CC-100,Engineering,Cloud Infrastructure,Google Cloud Platform,54539.96,Settled
TXN-202500389,2025-10-02,2025,Q4,CC-400,Operations,SaaS Licenses & ERP,Workday Inc,30997.44,Settled
TXN-202500390,2025-02-08,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,5655.6,Settled
TXN-202500391,2025-06-25,2025,Q2,CC-700,Customer Success,Ticketing & Support Tools,Freshdesk,2774.49,Settled
TXN-202500392,2026-02-06,2026,Q1,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,8444.83,Audited
TXN-202500393,2025-08-18,2025,Q3,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,3607.64,Cleared
TXN-202500394,2025-03-27,2025,Q1,CC-400,Operations,Professional Services,McKinsey & Co,45701.44,Settled
TXN-202500395,2025-05-14,2025,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,30488.43,Cleared
TXN-202500396,2025-12-29,2025,Q4,CC-600,Product & Design,Design Contractors,Superside Agency,10564.67,Settled
TXN-202500397,2026-03-31,2026,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Latham & Watkins LLP,39639.7,Cleared
TXN-202500398,2025-07-29,2025,Q3,CC-200,Marketing,Brand & Creative Assets,Adobe Systems,2857.55,Settled
TXN-202500399,2026-01-13,2026,Q1,CC-400,Operations,Office Facilities & Lease,CBRE Property Management,41234.38,Settled
TXN-202500400,2025-06-26,2025,Q2,CC-400,Operations,Logistics & Shipping,FedEx Corporate,8020.82,Cleared
TXN-202500401,2026-02-07,2026,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,88779.72,Cleared
TXN-202500402,2025-05-05,2025,Q2,CC-600,Product & Design,Prototyping Software,InVision App,1544.9,Cleared
TXN-202500403,2025-10-14,2025,Q4,CC-300,Sales,Client Hospitality,OpenTable Concierge,2207.92,Settled
TXN-202500404,2025-05-22,2025,Q2,CC-500,Finance & Legal,Payroll Processing,Gusto Enterprise,5108.83,Settled
TXN-202500405,2026-06-26,2026,Q2,CC-200,Marketing,Events & Sponsorships,AWS re:Invent,35976.34,Cleared
TXN-202500406,2025-02-12,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,9591.02,Settled
TXN-202500407,2025-01-17,2025,Q1,CC-200,Marketing,Content & SEO Agencies,Ahrefs Inc,17211.72,Cleared
TXN-202500408,2025-11-14,2025,Q4,CC-100,Engineering,Hardware & Peripherals,CDW Logistics,12185.11,Cleared
TXN-202500409,2025-12-15,2025,Q4,CC-600,Product & Design,UX Research & UserTesting,UserTesting Inc,8573.45,Settled
TXN-202500410,2025-01-09,2025,Q1,CC-100,Engineering,DevOps Tooling,Sentry,1471.66,Audited
TXN-202500411,2026-02-19,2026,Q1,CC-200,Marketing,Paid Performance Ads,TikTok Ads,24580.94,Cleared
TXN-202500412,2026-02-18,2026,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,14005.04,Settled
TXN-202500413,2025-02-28,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom Systems,12831.0,Settled
TXN-202500414,2025-04-29,2025,Q2,CC-300,Sales,Travel & Entertainment,Hilton Hotels,5159.77,Settled
TXN-202500415,2026-01-29,2026,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot Enterprise,38062.24,Settled
TXN-202500416,2025-12-24,2025,Q4,CC-200,Marketing,Content & SEO Agencies,Omniscient Media,3430.35,Settled
TXN-202500417,2026-02-21,2026,Q1,CC-200,Marketing,Brand & Creative Assets,Figma Inc,2405.15,Cleared
TXN-202500418,2025-01-03,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta For Business,27015.08,Settled
TXN-202500419,2025-08-09,2025,Q3,CC-300,Sales,Client Hospitality,Topgolf Events,2219.57,Settled
TXN-202500420,2025-08-19,2025,Q3,CC-400,Operations,Logistics & Shipping,UPS Supply Chain,4306.75,Cleared
TXN-202500421,2025-10-24,2025,Q4,CC-400,Operations,Professional Services,Deloitte Advisory,24773.92,Settled
TXN-202500422,2025-09-28,2025,Q3,CC-400,Operations,Office Facilities & Lease,WeWork Management,67564.45,Cleared
TXN-202500423,2025-09-04,2025,Q3,CC-100,Engineering,Hardware & Peripherals,Dell Direct,3572.9,Cleared
TXN-202500424,2026-05-14,2026,Q2,CC-200,Marketing,Events & Sponsorships,Gartner Symposium,53905.06,Settled
TXN-202500425,2025-04-02,2025,Q2,CC-100,Engineering,Hardware & Peripherals,Dell Direct,9679.9,Settled
TXN-202500426,2025-10-07,2025,Q4,CC-300,Sales,Client Hospitality,OpenTable Concierge,1986.08,Settled
